Year,Datetime,Stage,Stadium,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Half-time Home Goals,Half-time Away Goals,MatchID,Home Team Initials,Away Team Initials
1978,02 Jun 1978 - 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Tunisia,3,1,Mexico, ,0,1,2433,TUN,MEX
1978,02 Jun 1978 - 19:15,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Argentina,2,1,Hungary, ,1,1,2199,ARG,HUN
1978,03 Jun 1978 - 13:45,Group 3,Estadio Jos� Mar�a Minella,Sweden,1,1,Brazil, ,1,1,2253,SWE,BRA
1978,03 Jun 1978 - 13:45,Group 3,Jose Amalfitani,Austria,2,1,Spain, ,1,1,2216,AUT,ESP
1978,03 Jun 1978 - 16:45,Group 4,Estadio Ol�mpico Chateau Carreras,Peru,3,1,Scotland, ,1,1,2451,PER,SCO
1978,03 Jun 1978 - 16:45,Group 4,San Martin,Netherlands,3,0,IR Iran, ,1,0,2388,NED,IRN
1978,06 Jun 1978 - 13:45,Group 1,Estadio Jos� Mar�a Minella,Italy,3,1,Hungary, ,2,0,2396,ITA,HUN
1978,06 Jun 1978 - 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Poland,1,0,Tunisia, ,1,0,2454,POL,TUN
1978,06 Jun 1978 - 16:45,Group 2,Estadio Ol�mpico Chateau Carreras,Germany FR,6,0,Mexico, ,4,0,2350,FRG,MEX
1978,06 Jun 1978 - 19:15,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Argentina,2,1,France, ,1,0,2197,ARG,FRA
1978,07 Jun 1978 - 13:45,Group 3,Estadio Jos� Mar�a Minella,Brazil,0,0,Spain, ,0,0,2246,BRA,ESP
1978,07 Jun 1978 - 13:45,Group 3,Jose Amalfitani,Austria,1,0,Sweden, ,1,0,2224,AUT,SWE
1978,07 Jun 1978 - 16:45,Group 4,Estadio Ol�mpico Chateau Carreras,Scotland,1,1,IR Iran, ,1,0,2408,SCO,IRN
1978,07 Jun 1978 - 16:45,Group 4,San Martin,Netherlands,0,0,Peru, ,0,0,2394,NED,PER
1978,10 Jun 1978 - 15:10,Group 1,Estadio Jos� Mar�a Minella,France,3,1,Hungary, ,3,1,2344,FRA,HUN
1978,10 Jun 1978 - 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Poland,3,1,Mexico, ,1,0,2431,POL,MEX
1978,10 Jun 1978 - 16:45,Group 2,Estadio Ol�mpico Chateau Carreras,Germany FR,0,0,Tunisia, ,0,0,2352,FRG,TUN
1978,10 Jun 1978 - 19:15,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Italy,1,0,Argentina, ,0,0,2200,ITA,ARG
1978,11 Jun 1978 - 13:45,Group 3,Estadio Jos� Mar�a Minella,Brazil,1,0,Austria, ,1,0,2215,BRA,AUT
1978,11 Jun 1978 - 13:45,Group 3,Jose Amalfitani,Spain,1,0,Sweden, ,0,0,2337,ESP,SWE
1978,11 Jun 1978 - 16:45,Group 4,Estadio Ol�mpico Chateau Carreras,Peru,4,1,Iran, ,3,1,2405,PER,IRN
1978,11 Jun 1978 - 16:45,Group 4,San Martin,Scotland,3,2,Netherlands, ,1,1,2395,SCO,NED
1978,14 Jun 1978 - 13:45,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Germany FR,0,0,Italy, ,0,0,2349,FRG,ITA
1978,14 Jun 1978 - 13:45,Group A,Estadio Ol�mpico Chateau Carreras,Netherlands,5,1,Austria, ,3,0,2220,NED,AUT
1978,14 Jun 1978 - 16:45,Group B,San Martin,Brazil,3,0,Peru, ,2,0,2251,BRA,PER
1978,14 Jun 1978 - 19:15,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Argentina,2,0,Poland, ,1,0,2202,ARG,POL
1978,18 Jun 1978 - 13:45,Group B,San Martin,Poland,1,0,Peru, ,0,0,2450,POL,PER
1978,18 Jun 1978 - 16:45,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Italy,1,0,Austria, ,1,0,2221,ITA,AUT
1978,18 Jun 1978 - 16:45,Group A,Estadio Ol�mpico Chateau Carreras,Germany FR,2,2,Netherlands, ,1,1,2348,FRG,NED
1978,18 Jun 1978 - 19:15,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Argentina,0,0,Brazil, ,0,0,2196,ARG,BRA
1978,21 Jun 1978 - 13:45,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Netherlands,2,1,Italy, ,0,1,2391,NED,ITA
1978,21 Jun 1978 - 13:45,Group A,Estadio Ol�mpico Chateau Carreras,Austria,3,2,Germany FR, ,0,1,2217,AUT,FRG
1978,21 Jun 1978 - 16:45,Group B,San Martin,Brazil,3,1,Poland, ,1,1,2252,BRA,POL
1978,21 Jun 1978 - 19:15,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Argentina,6,0,Peru, ,2,0,2201,ARG,PER
1978,24 Jun 1978 - 15:00,Match for third place,El Monumental - Estadio Monumental Antonio Vespuci,Brazil,2,1,Italy, ,0,1,2247,BRA,ITA
1978,25 Jun 1978 - 15:00,Final,El Monumental - Estadio Monumental Antonio Vespuci,Argentina,3,1,Netherlands,Argentina win after extra time ,0,0,2198,ARG,NED
1982,13 Jun 1982 - 20:00,Group 3,Camp Nou,Argentina,0,1,Belgium, ,0,0,749,ARG,BEL
1982,14 Jun 1982 - 17:15,Group 1,Estadio Municipal de Bala�dos,Italy,0,0,Poland, ,0,0,995,ITA,POL
1982,14 Jun 1982 - 21:00,Group 6,Ramon Sanchez Pizjuan,Brazil,2,1,Soviet Union, ,0,1,791,BRA,URS
1982,15 Jun 1982 - 17:15,Group 1,Riazor,Peru,0,0,Cameroon, ,0,0,833,PER,CMR
1982,15 Jun 1982 - 21:00,Group 3,Nuevo Estadio,Hungary,10,1,El Salvador, ,3,0,896,HUN,SLV
1982,15 Jun 1982 - 21:00,Group 6,La Rosaleda,Scotland,5,2,New Zealand, ,3,0,1051,SCO,NZL
1982,16 Jun 1982 - 17:15,Group 2,El Molinon,Germany FR,1,2,Algeria, ,0,0,741,FRG,ALG
1982,16 Jun 1982 - 17:15,Group 4,San Mames,England,3,1,France, ,1,1,878,ENG,FRA
1982,16 Jun 1982 - 21:00,Group 5,Luis Casanova,Spain,1,1,Honduras, ,0,1,901,ESP,HON
1982,17 Jun 1982 - 17:15,Group 2,Carlos Tartiere,Chile,0,1,Austria, ,0,1,764,CHI,AUT
1982,17 Jun 1982 - 17:45,Group 4,Jose Zorrilla,Czechoslovakia,1,1,Kuwait, ,1,0,1012,TCH,KUW
1982,17 Jun 1982 - 21:00,Group 5,La Romareda,Yugoslavia,0,0,Northern Ireland, ,0,0,1044,YUG,NIR
1982,18 Jun 1982 - 17:15,Group 1,Estadio Municipal de Bala�dos,Italy,1,1,Peru, ,1,0,994,ITA,PER
1982,18 Jun 1982 - 21:00,Group 3,Jose Rico Perez,Argentina,4,1,Hungary, ,2,0,752,ARG,HUN
1982,18 Jun 1982 - 21:00,Group 6,Benito Villamarin,Brazil,4,1,Scotland, ,1,1,790,BRA,SCO
1982,19 Jun 1982 - 19:15,Group 1,Riazor,Poland,0,0,Cameroon, ,0,0,834,POL,CMR
1982,19 Jun 1982 - 21:00,Group 3,Nuevo Estadio,Belgium,1,0,El Salvador, ,1,0,774,BEL,SLV
1982,19 Jun 1982 - 21:00,Group 6,La Rosaleda,Soviet Union,3,0,New Zealand, ,1,0,1054,URS,NZL
1982,20 Jun 1982 - 17:15,Group 2,El Molinon,Germany FR,4,1,Chile, ,1,0,813,FRG,CHI
1982,20 Jun 1982 - 17:15,Group 4,San Mames,England,2,0,Czechoslovakia, ,0,0,889,ENG,TCH
1982,20 Jun 1982 - 21:00,Group 5,Luis Casanova,Spain,2,1,Yugoslavia, ,1,1,903,ESP,YUG
1982,21 Jun 1982 - 17:15,Group 2,Carlos Tartiere,Algeria,0,2,Austria, ,0,0,739,ALG,AUT
1982,21 Jun 1982 - 17:15,Group 4,Jose Zorrilla,France,4,1,Kuwait, ,2,0,919,FRA,KUW
1982,21 Jun 1982 - 21:00,Group 5,La Romareda,Honduras,1,1,Northern Ireland, ,0,1,959,HON,NIR
1982,22 Jun 1982 - 17:15,Group 1,Riazor,Poland,5,1,Peru, ,0,0,1055,POL,PER
1982,22 Jun 1982 - 21:00,Group 3,Nuevo Estadio,Belgium,1,1,Hungary, ,0,1,779,BEL,HUN
1982,22 Jun 1982 - 21:00,Group 6,La Rosaleda,Soviet Union,2,2,Scotland, ,0,1,1071,URS,SCO
1982,23 Jun 1982 - 17:15,Group 1,Estadio Municipal de Bala�dos,Italy,1,1,Cameroon, ,0,0,828,ITA,CMR
1982,23 Jun 1982 - 21:00,Group 3,Jose Rico Perez,Argentina,2,0,El Salvador, ,1,0,751,ARG,SLV
1982,23 Jun 1982 - 21:00,Group 6,Benito Villamarin,Brazil,4,0,New Zealand, ,2,0,789,BRA,NZL
1982,24 Jun 1982 - 17:15,Group 2,Carlos Tartiere,Algeria,3,2,Chile, ,3,0,740,ALG,CHI
1982,24 Jun 1982 - 17:15,Group 4,Jose Zorrilla,France,1,1,Czechoslovakia, ,0,0,922,FRA,TCH
1982,24 Jun 1982 - 21:00,Group 5,La Romareda,Honduras,0,1,Yugoslavia, ,0,0,962,HON,YUG
1982,25 Jun 1982 - 17:15,Group 2,El Molinon,Germany FR,1,0,Austria, ,1,0,770,FRG,AUT
1982,25 Jun 1982 - 17:15,Group 4,San Mames,England,1,0,Kuwait, ,1,0,882,ENG,KUW
1982,25 Jun 1982 - 21:00,Group 5,Luis Casanova,Northern Ireland,1,0,Spain, ,0,0,902,NIR,ESP
1982,28 Jun 1982 - 17:15,Group 4,Vicente Calderon,Austria,0,1,France, ,0,1,767,AUT,FRA
1982,28 Jun 1982 - 21:00,Group 1,Camp Nou,Poland,3,0,Belgium, ,2,0,782,POL,BEL
1982,29 Jun 1982 - 17:15,Group 3,Sarria,Italy,2,1,Argentina, ,0,0,753,ITA,ARG
1982,29 Jun 1982 - 21:00,Group 2,Santiago Bernabeu,Germany FR,0,0,England, ,0,0,879,FRG,ENG
1982,01 Jul 1982 - 17:15,Group 4,Vicente Calderon,Austria,2,2,Northern Ireland, ,0,1,771,AUT,NIR
1982,01 Jul 1982 - 21:00,Group 1,Camp Nou,Belgium,0,1,Soviet Union, ,0,0,783,BEL,URS
1982,02 Jul 1982 - 17:15,Group 3,Sarria,Argentina,1,3,Brazil, ,0,1,750,ARG,BRA
1982,02 Jul 1982 - 21:00,Group 2,Santiago Bernabeu,Germany FR,2,1,Spain, ,0,0,900,FRG,ESP
1982,04 Jul 1982 - 17:15,Group 4,Vicente Calderon,France,4,1,Northern Ireland, ,1,0,920,FRA,NIR
1982,04 Jul 1982 - 21:00,Group 1,Camp Nou,Poland,0,0,Soviet Union, ,0,0,1058,POL,URS
1982,05 Jul 1982 - 17:15,Group 3,Sarria,Italy,3,2,Brazil, ,2,1,788,ITA,BRA
1982,05 Jul 1982 - 21:00,Group 2,Santiago Bernabeu,Spain,0,0,England, ,0,0,877,ESP,ENG
1982,08 Jul 1982 - 17:15,Semi-finals,Camp Nou,Poland,0,2,Italy, ,0,1,996,POL,ITA
1982,08 Jul 1982 - 21:00,Semi-finals,Ramon Sanchez Pizjuan,Germany FR,3,3,France,win on penalties (5 - 4),0,0,914,FRG,FRA
1982,10 Jul 1982 - 20:00,Match for third place,Jose Rico Perez,Poland,3,2,France, ,2,1,921,POL,FRA
1982,11 Jul 1982 - 20:00,Final,Santiago Bernabeu,Italy,3,1,Germany FR, ,0,0,923,ITA,FRG
1986,31 May 1986 - 12:00,Group A,Estadio Azteca,Bulgaria,1,1,Italy, ,0,1,459,BUL,ITA
1986,01 Jun 1986 - 16:00,Group C,Nou Camp - Estadio Le�n,Canada,0,1,France, ,0,0,468,CAN,FRA
1986,01 Jun 1986 - 12:00,Group D,Jalisco,Spain,0,1,Brazil, ,0,0,439,ESP,BRA
1986,02 Jun 1986 - 12:00,Group C,Estadio Irapuato,Soviet Union,6,0,Hungary, ,3,0,610,URS,HUN
1986,02 Jun 1986 - 12:00,Group A,Estadio Ol�mpico Universitario,Argentina,3,1,Korea Republic, ,2,0,395,ARG,KOR
1986,02 Jun 1986 - 16:00,Group F,Estadio Universitario,Morocco,0,0,Poland, ,0,0,674,MAR,POL
1986,03 Jun 1986 - 12:00,Group D,Tres de Marzo,Algeria,1,1,Northern Ireland, ,0,1,379,ALG,NIR
1986,03 Jun 1986 - 12:00,Group B,Estadio Azteca,Belgium,1,2,Mexico, ,1,2,428,BEL,MEX
1986,03 Jun 1986 - 16:00,Group F,Tecnologico,Portugal,1,0,England, ,0,0,538,POR,ENG
1986,04 Jun 1986 - 12:00,Group B,Bombonera - Estadio Nemesio Diez,Paraguay,1,0,Iraq, ,1,0,628,PAR,IRQ
