Team Initials,Player Name
CRC,Ronald GONZALEZ
NED,Ronald KOEMAN
URU,Ronald LANGON
CRC,Ronald MARIN
FRG,Ronald WORM
BRA,RONALDAO
BRA,RONALDINHO
BRA,RONALDO
SWE,Ronnie HELLSTROM
IRL,Ronnie WHELAN
NOR,Ronny JOHNSEN
SWE,Ronny PETTERSSON
ENG,ROONEY
BRA,ROQUE JR
URU,Roque MASPOLI
BUL,Rosen KIRILOV
SWE,ROSENBERG
ESP,ROSENDO HERNANDEZ
CZE,ROSICKY
TCH,Rostilav VOJACEK
UKR,ROTAN
SCO,Roy AITKEN
SWE,Roy ANDERSSON
ENG,Roy BENTLEY
IRL,Roy KEANE
CRC,Roy MYERS
NIR,Roy REA
WAL,Roy VERNON
USA,Roy WEGERLE
CZE,ROZEHNAL
ARG,Ruben AYALA
URU,Ruben BARENO
ESP,RUBEN CANO
URU,Ruben CORBO
PER,Ruben CORREA
PER,Ruben DIAZ
ARG,Ruben GALVAN
ARG,Ruben GLARIA
URU,Ruben GONZALEZ
COL,Ruben HERNANDEZ
CHI,Ruben MARCOS
URU,Ruben MORAN
ARG,Ruben NAVARRO
ARG,Ruben PAGNANINI
URU,Ruben PAZ
URU,Ruben PEREIRA
PAR,Ruben RUIZ DIAZ
URU,Ruben SORIA
ARG,Ruben SOSA
BRA,RUBENS
FRG,Rudi HOFFMANN
FRG,Rudi KARGUS
BEL,Rudi SMIDTS
AUT,Rudi VIERTL
FRG,Rudi VOELLER
ROU,Rudolf BUERGER
GER,Rudolf GELLESCH
GER,Rudolf GRAMLICH
ROU,Rudolf KOTORMANY
TCH,Rudolf KRCIL
GER,Rudolf NOACK
AUT,Rudolf RAFTL
AUT,Rudolf SZANWALD
ROU,Rudolf WETZER
SVN,RUDONJA
SUI,Ruedi GYGER
FRG,Ruediger ABRAMCZIK
GDR,Ruediger SCHNUPHASE
NGA,RUFAI
FRA,RUFFIER
POR,RUI AGUAS
POR,RUI COSTA
POR,RUI JORGE
ANG,RUI MARQUES
POR,RUI PATRICIO
CRC,RUIZ B.
SRB,RUKAVINA
AUS,RUKAVYTSYA
BUL,Rumen GORANOV
NOR,Rune BRATSETH
SWE,Rune CARLSSON
UKR,RUSOL
BRA,RUSSINHO
TUR,RUSTU 
NED,Ruud GEELS
NED,Ruud GULLIT
NED,Ruud HESP
NED,Ruud KROL
BRA,RUY
AUS,RYAN
PRK,RYOO Chang Kil
POL,Ryszard KOMORNICKI
POL,Ryszard PIEC
POL,Ryszard TARASIEWICZ
RUS,RYZHIKOV
POL,RZASA
KOR,S C YOO
KOR,S G KIM
KOR,S H HWANG
KOR,S J HA
KOR,S R JUNG
KOR,S W KIM
KOR,S Y CHOI
KOR,S Y KI
KOR,S Y YUN
GHA,S. ADAMS
KSA,S. AL-JABER
KSA,S. AL-OWAIRAN
GHA,S. APPIAH
CIV,S. AURIER
SEN,S. CAMARA
MEX,S. CARMONA
ECU,S. CASTILLO
ESP,S. CAZORLA
URU,S. COATES
POR,S. CONCEICAO
IRN,S. DINMOHAMMADI
IRN,S. HAMEDANI
TRI,S. JOHN
MEX,S. MERCADO
SEN,S. NDIAYE
KSA,S. OWAIRAN
TUN,S. TRABELSI
URU,S.ABREU
DEN,S.B. POULSEN
IRN,S.BAKHTIARIZADEH
URU,S.FERNANDEZ
KSA,SAAD
KUW,Saad AL HUTTI
EGY,Saber EID
HON,SABILLON
CRC,SABORIO A.
TUN,Sabri JABALLAH
IRQ,SADDAM KARIM
TUN,Sadok SASSI
YUG,Safet SUSIC
FRA,SAGNA
FRA,SAGNOL
FRA,SAHA
MAR,Said CHIBA
MAR,Said DGHAY
TUN,SAIDI  
ALG,SAIFI
JPN,SAITO
FRA,SAKHO
ALG,Salah ASSAD
TUN,Salah KAROUI
ALG,Salah LARBES
MAR,Salaheddine BASSIR
MAR,Salaheddine HMIED
SVK,SALATA
KSA,Saleh AL DAWOOD
TOG,SALIFOU M.
BIH,SALIHOVI?
CMR,SALLI
GRE,SALPINGIDIS
MEX,Salvador CARMONA
MEX,Salvador FARFAN
SLV,Salvador FLAMENCO CABEZAS
PAR,Salvador FLORES
SLV,Salvador MARIONA
MEX,Salvador MOTA
MEX,Salvador REYES
ESP,Salvador SADURNI
PAR,Salvador VILLALBA
ITA,Salvatore BAGNI
ITA,Salvatore SCHILLACI
NZL,Sam MALCOLMSON
NIR,Sam McILROY
GRE,SAMARAS
GRE,SAMARIS
RUS,SAMEDOV
KUW,Sami AL HASHASH
CRO,SAMMIR
SCO,Sammy BAIRD
NIR,Sammy CHAPMAN
NIR,Sammy McCRORY
NIR,Sammy NELSON
NGA,Samson SIASIA
ARG,SAMUEL
PAR,Samuel AGUILAR
MEX,Samuel CUBURU
CMR,Samuel EKEME
CMR,Samuel IPOUA
ROU,Samuel ZAUBER
PAR,SANABRIA
MEX,SANCHEZ
TRI,SANCHO
DEN,SAND
HUN,Sandor BIRO
HUN,Sandor GELLER
HUN,Sandor GUJDAR
HUN,Sandor KOCSIS
HUN,Sandor MATRAI
HUN,Sandor MULLER
HUN,Sandor PINTER
HUN,Sandor SALLAI
HUN,Sandor ZOMBORI
ITA,Sandro COIS
ITA,Sandro MAZZOLA
ITA,Sandro SALVADORE
SCO,Sandy JARDINE
KOR,SANGSIK
RSA,SANGWENI
SVN,SANKOVIC
USA,SANNEH
SWE,Sanny ASLUND
COL,SANTA
PAR,SANTA CRUZ
PAR,SANTACRUZ
PAR,SANTANA
PAR,Santiago BENITEZ
SLV,Santiago MENDEZ CORTES
URU,Santiago OSTOLAZA
ARG,Santiago SANTAMARIA
ESP,Santiago URQUIAGA
ESP,SANTILLANA
URU,Santos URDINARAN
SVK,SAPARA
PAR,SARABIA
CRO,SARIC
ECU,SARITAMA
GHA,SARPEI
SCG,Sasa ILIC
MEX,Saturnino MARTINEZ
SLV,Saturnino OSORIO
YUG,SAVICEVIC
ARG,SAVIOLA
YUG,Savo MILOSEVIC
GRE,Savvas KOFIDIS
ARG,SCALONI
NED,SCHAARS
CRO,SCHILDENFELD
DEN,SCHJONBERG
GER,SCHNEIDER
FRA,SCHNEIDERLIN
ENG,SCHOLES
URU,Schubert GAMBETTA
AUS,SCHWARZER
SUI,SCHWEGLER
GER,SCHWEINSTEIGER
SUI,SCH�R
GER,SCH�RRLE
BEL,SCIFO
SCO,Scot GEMMILL
TRI,SCOTLAND
SCO,Scott BOOTH
URU,SCOTTI
ENG,SEAMAN
ITA,Sebastiano NELA
SUI,Sebastien FOURNIER
INH,See Han TAN
SUI,SEFEROVIC
BOL,Segundo DURANDAL
JPN,Seigo NARAZAKI
GRE,SEITARIDIS
TUN,SELLIMI
ROU,SELYMES
RUS,SEMAK
RUS,SEMENOV
RUS,SEMSHOV
SUI,SENDEROS
ESP,SENNA
RUS,SENNIKOV
ARG,SENSINI
KOR,SEO D. M.
KOR,SEO J. W.
SUI,Sepp HUEGI
FRG,Sepp MAIER
CRC,SEQUEIRA D.
CIV,SEREY DIE
HAI,Serge DUCOSTE
HAI,Serge RACINE
URS,Sergei ANDREYEV
URS,Sergei BALTACHA
URS,Sergei BOROVSKI
URS,Sergei FOKIN
URS,Sergei GORLUKOVICH
URS,Sergei KOTRIKADZE
URS,Sergei KRAKOVSKY
URS,Sergei RODIONOV
URS,Sergei SALNIKOV
RUS,Sergei YURAN
ESP,SERGI
BRA,SERGINHO
ESP,SERGIO
CHI,Sergio AHUMADA
ARG,Sergio ALMIRON
ARG,Sergio BATISTA
ARG,Sergio BERTI
ITA,Sergio BERTONI
MEX,Sergio BRAVO
ITA,Sergio CERVATO
ITA,Sergio GORI
ARG,Sergio GOYCOCHEA
CHI,Sergio LIVINGSTONE
URU,Sergio MARTINEZ
SLV,Sergio MENDEZ
CHI,Sergio NAVARRO
ESP,SERGIO RAMOS
URU,Sergio SANTIN
CHI,Sergio VALDES
ARG,Sergio VAZQUEZ
URS,Serguei ALEINIKOV
CRO,SERIC
COL,SERNA
SVK,SESTAK
KOR,SEUNGYEOUL
SUI,Severino MINELLI
ESP,Severino REIJA
SWE,SHAABAN
IRQ,SHAKER NADHUM
IRQ,SHAKER SAMIR
SUI,SHAQIRI
RUS,SHATOV
RSA,Shaun BARTLETT
ENG,SHAW
RUS,SHCHENNIKOV
UKR,SHELAYEV
ENG,SHERINGHAM
UKR,SHEVCHENKO
KOR,SHIN Hong Gi
PRK,SHIN Yung Kyoo
JPN,Shinji ONO
NGA,SHITTU
ISR,Shmuel ROSENTHAL
JPN,Shoji JO
NGA,SHORUNMU
UKR,SHOVKOVSKYI
ISR,Shraga BAR
UKR,SHUST
ALG,SI MOHAMMED
RSA,SIBAYA
POL,SIBIK
GDR,Siegmar WAETZLICH
GRE,SIFAKIS
SWE,Sigge PARLING
FRG,Sigi HELD
NZL,SIGMUND
GER,Sigmund HARINGER
NOR,Sigurd RUSHFELDT
BRA,SILAS
BRA,SILVA
FRA,SILVESTRE
ESP,Silvestre IGOA
SLV,Silvio AQUINO
CRO,Silvio MARIC
ARG,Silvio MARZOLINI
ITA,Silvio PIOLA
ROU,Silviu BINDEA
ROU,Silviu LUNG
YUG,Sima MILOVANOV
BUL,Simeon SIMEONOV
ARG,SIMEONE
SVN,SIMEUNOVIC
CRO,SIMIC
SCO,Simon DONNELLY
ESP,Simon LECUE
CMR,Simon TCHOBANG
BEL,SIMONS
CRO,SIMUNIC
CRO,SIMUNIC 
POR,SIM�O
ENG,SINCLAIR
YUG,Sinisa MIHAJLOVIC
YUG,Sinisa ZLATKOVIC
CIV,SIO
CZE,SIONKO
TUN,Sirajeddine CHIHI
ITA,SIRIGU
SUI,Sirio VERNATI
FRA,SISSOKO
NED,Sjef VAN RUN
TUN,Skander SOUAYEH
AUS,SKOKO
SVK,SKRTEL
URS,Slava METREVELI
CRO,Slaven BILIC
YUG,Slavisa JOKANOVIC
YUG,Slavko SVINJAREVIC
ALG,SLIMANI
YUG,Slobodan KOMLJENOVIC
MAR,Smahi TRIKI
ENG,SMALLING
NZL,SMELTZ
RUS,SMERTIN
NZL,SMITH
POL,SMOLAREK
NED,SNEIJDER
POL,SOBOLEWSKI
POR,SOBRINHO
BRA,SOCRATES
NGA,SODJE
JPN,SOGAHATA
GRE,SOKRATIS
ENG,Sol CAMPBELL
CRO,SOLDO
ESP,SOLE
CRC,SOLIS
CRC,SOLIS M.
RUS,SOLOMATIN
NOR,SOLSKJ�R
SUI,SOMMER
BEL,SONCK
CMR,SONG
CMR,SONGO'O
CMR,SONGOO
DEN,Soren BUSK
DEN,Soren COLDING
DEN,Soren LERBY
DEN,SORENSEN
ARG,SORIN
ALG,SOUDANI
CMR,SOULEYMANOU
ENG,SOUTHGATE
BIH,SPAHI?
ITA,Spartaco LANDINI
USA,SPECTOR
AUS,SPIRANOVIC
GRE,Spiros MARANGOS
SUI,SPYCHER
GRE,SPYROPOULOS
FRA,SQUILLACI
YUG,Srboljub KRIVOKUCA
YUG,Srdjan MRKUSIC
YUG,Srecko KATANEC
CRO,SRNA
BEL,STAELENS
SWE,Staffan TAPPER
CZE,STAJNER
NOR,Stale SOLBAKKEN
ENG,Stan ANDERSON
FRG,Stan LIBUDA
ENG,Stan MORTENSEN
NED,Stan VALCKX
CRO,STANIC
GER,Stanislaus KOBIERSKI
RUS,Stanislav CHERCHESOV
TCH,Stanislav GRIGA
YUG,Stanislav KARASI
TCH,Stanislav SEMAN
POL,Stanislaw BARAN
SRB,STANKOVI?
SCG,STANKOVIC
ENG,Stanley MATTHEWS
NED,Stanley MENZO
IRL,STAUNTON
BUL,Stefan ABADZHIEV
BUL,Stefan ALADZHOV
ROU,Stefan BARBU
TCH,Stefan CAMBAL
ROU,Stefan DOBAY
GER,Stefan EFFENBERG
GER,Stefan KUNTZ
POL,Stefan MAJEWSKI
SWE,Stefan PETTERSON
ROU,Stefan PREDA
SWE,Stefan REHN
FRG,Stefan REUTER
SWE,Stefan SCHWARZ
GER,Stefan SKOUMAL
BUL,Stefan STAIKOV
BUL,Stefan VELICHKOV
ITA,Stefano TACCONI
GER,Steffen FREUND
NED,STEKELENBURG
ROU,STELEA
GRE,Stelios MANOLAS
SWE,Stellan NILSSON
SWE,Sten PALSSON
SWE,STENMAN
FRA,Stephan BRUEY
FRG,Stephan ENGELS
SUI,Stephan LEHMANN
SUI,Stephane CHAPUISAT
BEL,Stephane DEMOL
FRA,Stephane GUIVARCH
BEL,Stephane VAN DER HEYDEN
NGA,Stephen KESHI
JAM,Stephen MALCOLM
SCO,Stephen NICOL
CMR,Stephen TATAW
ROU,Stere ADAMACHE
AUS,STERJOVSKI
ENG,STERLING
SVN,STEVANOVI?
SCO,Steve ARCHIBALD
ENG,Steve BULL
ENG,Steve COPPELL
ENG,Steve FOSTER
ENG,Steve HODGE
ENG,Steve McMAHON
IRL,Steve STAUNTON
NZL,Steve SUMNER
USA,Steve TRITTSCHUH
NZL,Steve WOODDIN
NIR,Steven PENNEY
USA,STEWART
SCO,Stewart McKIMMIE
SWE,Stig SUNDQVIST
DEN,Stig TOFTING
YUG,Stjepan BOBEK
YUG,Stjepan DEVERIC
SVK,STOCH
SUI,STOCKER
BUL,Stoicho MLADENOV
BUL,Stoicho STOILOV
BUL,STOITCHKOV
SRB,STOJKOVI?
YUG,STOJKOVIC
BUL,Stoyan KITOV
BUL,Stoyan YORDANOV
GRE,Stratos APOSTOLAKIS
SVK,STRBA
SUI,STRELLER
BEL,STRUPAR
PAR,STRUWAY
SCO,Stuart IMLACH
SCO,Stuart KENNEDY
SCO,Stuart McCALL
ENG,Stuart PEARCE
WAL,Stuart WILLIAMS
ENG,STURRIDGE
URU,SUAREZ
MEX,SUAREZ SANCHEZ
TUR,Suat MAMAT
CHI,SUAZO
CRO,SUBA�I?
SRB,SUBOTI?
CMR,SUFFO
CRO,SUKER
TUR,Sukru ERSOY
KSA,SULAIMANI
KSA,SULIMAN
GHA,SUMAILA
NGA,Sunday OLISEH
SWE,Sune ANDERSSON
KOR,SUNG Nak Woon
KOR,SUNGRYONG
KOR,SUNGYUENG
CRC,SUNSING
INH,Suvarte SOEDARMADJI
JPN,SUZUKI
BIH,SU�I?
TCH,Svatopluk PLUSKAL
SWE,Sven ANDERSSON
SWE,Sven AXBOM
CAN,Sven HABERMANN
SWE,Sven JACOBSSON
SWE,Sven JONASSON
SWE,Sven LINDMAN
SWE,Sven UNGER
SWE,Sven-Gunnar LARSSON
SWE,SVENSSON
NOR,Sverre HANSEN
NOR,Sverre NORDBY
UKR,SVIDERSKYY
POL,SWIERCZEWSKI
ENG,Syd OWEN
SEN,SYLVA
BRA,SYLVIO HOFFMANN
RUS,SYTCHEV
POL,SZYMKOWIAK
DEN,S�RENSEN
KOR,T H KWAK
CHN,T LI
BRA,T SILVA
KOR,T U CHOI
KOR,T Y KIM
TOG,T. CHERIF
CIV,T. KOLO
SCO,T. McKINLAY
BRA,T. SILVA
NOR,T.A. FLO
USA,Tab RAMOS
GHA,TACHIE MENSAH
GRE,TACHTSIDIS
TCH,Tadeas KRAUS
POL,Tadeusz DOLNY
BRA,TAFFAREL
AUS,TAGGART
GHA,TAGOE
MAR,TAHAR
EGY,Taher ABOU ZEID
MAR,Taher EL KHALEJ
ALG,TAIDER
NGA,TAIWO
JPN,TAKAHARA
JPN,Takashi HIRANO
KSA,Talal JEBRIN
JPN,TAMADA
ITA,Tarcisio BURGNICH
TUN,Tarek DHIAB
EGY,Tarek SOLIMAN
TUN,Tarek THABET
NGA,Taribo WEST
GER,TASCI
GRE,Tassos MITROPOULOS
PAR,TAVARELLI
SVN,TAVCAR
TUR,TAYFUR
TOG,TCHAGNIROU
CMR,TCHAMI
TOG,TCHANGAI
CMR,TCHATO
ENG,Ted BURGIN
ENG,Ted DITCHBURN
SWE,Teddy LUCIC
ENG,Teddy SHERINGHAM
ALG,Tedj BENSAOULA
INH,TEILHERBER
CRC,TEJEDA Y.
CHI,TELLO
TUN,Temime LAKHZAMI
URS,Tengiz SULAKVELIDZE
COL,TEO
PER,Teofilo CUBILLAS
YUG,Teofilo SPASOJEVIC
BRA,TEOPHILO
CAN,Terence MOORE
ENG,TERRY
ENG,Terry BUTCHER
ENG,Terry COOPER
ENG,Terry FENWICK
ENG,Terry McDERMOTT
WAL,Terry MEDWIN
ENG,Terry PAINE
IRL,Terry PHELAN
JPN,Teruyoshi ITO
ARG,TEVEZ
TUN,THABET
EGY,Thabet EL BATAL
GRE,Thanasis KOLITSIDAKIS
RSA,Themba MNGUNI
BEL,Theo CUSTERS
NED,Theo DE JONG
NED,Theo SNELDERS
TRI,THEOBALD
TCH,Theodor REIMANN
AUT,Theodor WAGNER
BEL,Theodore NOUWENS
JAM,Theodore WHITMORE
CMR,Theophile ABEGA
ITA,THIAGO MOTTA
SEN,THIAW
FRA,Thierry HENRY
FRA,Thierry TUSSEAU
BEL,THIJS
HON,THOMAS
SWE,Thomas AHLSTROM
FRG,Thomas ALLOFS
FRG,Thomas BERTHOLD
SUI,Thomas BICKEL
USA,Thomas DOOLEY
NIR,Thomas FINNEY
FRG,Thomas HAESSLER
GER,Thomas HELMER
DEN,Thomas HELVEG
CMR,Thomas LIBIIH
NOR,Thomas MYHRE
CMR,Thomas NKONO
SWE,Thomas NORDAHL
SWE,Thomas RAVELLI
SWE,Thomas SJOBERG
GER,Thomas STRUNZ
SUI,Thomas WYSS
AUS,THOMPSON
NGA,Thompson OLIHA
SCO,Thomson ALLAN
FRA,THURAM
RSA,THWALA
POR,TIAGO
HUN,Tibor KEMENY
HUN,Tibor NYILASI
HUN,Tibor RAB
ROU,Tibor SELYMES
CIV,TIENE
SVN,TIGANJ
YUG,Tihomir OGNJANOV
NGA,Tijani BABANGIDA
BRA,TIM
ENG,Tim FLOWERS
NED,TIMMER
CAN,Tino LETTIERI
BRA,TINOCO
CIV,TIOTE
BRA,TITA
ANG,TITI BUENGO
RUS,TITOV
TCH,Titus BUBERNIK
HUN,Tivadar MONOSTORI
CIV,TIZIE
INH,Tjaak PATTIWAEL
JPN,TODA
BUL,Todor DIEV
BUL,Todor KOLEV
DEN,TOFTING
CRO,TOKIC
ITA,TOLDO
PAR,TOLEDO
USA,Tom AMRHEIN
WAL,Tom BAKER
SCO,Tom BOYD
ENG,Tom FINNEY
USA,Tom FLORIE
SCO,Tom FORSYTH
USA,Tom LYNCH
SWE,Tom TURESSON
ESP,TOMAS
MEX,Tomas BALCAZAR
MEX,Tomas BOY
SWE,Tomas BROLIN
CUB,Tomas FERNANDEZ
TCH,Tomas KRIZ
CHI,Tomas OJEDA
SLV,Tomas PINEDA
TCH,Tomas POSPICHAL
TCH,Tomas SKUHRAVY
DEN,TOMASSON
YUG,Tomislav CRNKOVIC
YUG,Tomislav IVKOVIC
ITA,TOMMASI
ENG,Tommy BANKS
NIR,Tommy CASEY
NIR,Tommy CASSIDY
IRL,Tommy COYNE
SCO,Tommy DOCHERTY
NIR,Tommy HAMILL
SCO,Tommy HUTCHISON
SWE,Tommy SVENSSON
ENG,Tommy TAYLOR
ENG,Tommy WRIGHT
SCO,Tommy YOUNGER
ITA,TONI
SUI,Toni ALLEMANN
AUT,Toni POLSTER
AUT,Toni SCHALL
FRG,Toni TUREK
BRA,TONINHO
BRA,TONINHO CEREZO
ENG,Tony ADAMS
IRL,Tony CASCARINO
ENG,Tony DORIGO
USA,Tony MEOLA
ENG,Tony WOODCOCK
NED,Toon OPRINSEN
SWE,Torbjorn NILSSON
SWE,Tore KELLER
SWE,Tore SVENSSON
GRE,TOROSIDIS
USA,TORRES
SWE,Torsten LINDBERG
CHI,TOSELLI
JPN,Toshihide SAITO
JPN,Toshihiro HATTORI
BRA,TOSTAO
ITA,TOTTI
ITA,TOTTI 
FRA,TOULALAN
CIV,TOURE K.
CIV,TOURE KOLO
CIV,TOURE Y.
CIV,TOURE YAYA
YUG,Toza VESELINOVIC
SRB,TO�I?
TUN,TRABELSI
TUN,TRABELSI 
PAR,Tranquilino GARCETE
SEN,TRAORE
ENG,Trevor BROOKING
WAL,Trevor EDWARDS
ENG,Trevor FRANCIS
ENG,Trevor STEVEN
FRA,TREZEGUET
BUL,Trifon IVANOV
MAR,TRIKI
GER,TROCHOWSKI
AUS,TROISI
DEN,Trols RASMUSSEN
BUL,Tsanko TSVETANOV
RSA,TSHABALALA
ZAI,Tshinabu WA MUNDA
BUL,Tsonyo VASILEV
JPN,TSUBOI
ZAI,Tubilandu NDIMBI
CRO,TUDOR
TUR,TUGAY
KSA,TUKAR
KSA,TUKER
JPN,TULIO
SUI,Tullio GRASSI
HON,TURCIOS
TUR,Turgay SEREN
ESP,Txiki BEGUIRISTAIN
UKR,TYMOSCHUK
GRE,TZAVELLAS
GRE,TZIOLIS
GRE,TZORVAS
ECU,U. DE LA CRUZ 
ARG,Ubaldo FILLOL
NGA,UCHE
NGA,Uche OKAFOR
NGA,Uche OKECHUKWU
NGA,UCHEBO
JPN,UCHIDA
NGA,UDEZE
ITA,Ugo FERRANTE
ITA,Ugo LOCATELLI
CZE,UJFALUSI
GER,Ulf KIRSTEN
FRG,Uli BIESINGER
FRG,Uli HOENESS
FRG,Uli STIELIKE
CHI,Ulises POIRIER
FRG,Ulrich STEIN
NED,Ulrich VAN GOBBEL
SWE,Ulrik JANSSON
CRC,UMA�A M.
ITA,Umberto CALIGARIS
TUR,UMIT DAVALA
TUR,UMIT OZAT
ENG,UPSON
URU,Urbano RIVERA
CRC,URE�A M.
ARG,USTARI
NGA,UTAKA
FRG,Uwe BEIN
FRG,Uwe RAHN
FRG,Uwe REINDERS
FRG,Uwe SEELER
NGA,UZOENYI
RUS,V. BEREZUTSKIY
NED,V. BOMMEL
NED,v. BRONCKHORST
PAR,V. CACERES
NED,v. HOOIJDONK
NED,V. NISTELROOY
NED,V. PERSIE
BEL,V.D.DRIESSCHE
BEL,V.D.HAEGHE
BEL,V.D.HEYDEN
IRN,V.HASHEMIAN
BEL,V.KERCKHOVEN
IRN,V.TALEBLOO
ESP,V.VALDES
TCH,Vaclav HORAK
TCH,Vaclav HOVORKA
TCH,Vaclav MASEK
TCH,Vaclav MIGAS
TCH,Vaclav NEMECEK
URS,Vadim YEVTUSHENKO
URS,Vagiz KHIDIYATULLIN
YUG,Vahid HALILHODZIC
GRE,Vaios KARAGIANNIS
FRA,VALBUENA
COL,VALDERRAMA
COL,VALDES
CHI,VALDIVIA
BRA,VALDO
BRA,VALDOMIRO
COL,VALENCIA
URS,Valentin AFONIN
URS,Valentin BUBUKIN
URS,Valentin IVANOV
AUS,VALERI
URS,Valeri BROSHIN
RUS,Valeri KARPIN
URS,Valeri VORONIN
URS,Valeri ZIKOV
URS,Valeriy PORKUYAN
ESP,VALERON
HON,VALLADARES
CRC,VALLEJOS
BRA,VAMPETA
BEL,VAN BUYTEN
BEL,VAN DER ELST
NED,van der SAR
NED,VAN DER VAART
NED,VAN DER WIEL
BEL,VAN MEIR
BEL,VANDEN BORRE
FRA,VARANE
POR,VARELA
CHI,VARGAS
UKR,VASHCHUK
BUL,Vasil DRAGOLOV
BUL,Vasil METODIEV
BUL,Vasil MITKOV
ROU,Vasile CHIROIU
ROU,Vasile DEHELEANU
ROU,Vasile GHERGHELY
URS,Vasili RATS
YUG,Vasilije SIJAKOVIC
GRE,Vasilis DIMITRIADIS
CRO,VASILJ
URS,Vasily DANILOV
ENG,VASSELL
BRA,VAVA
NOR,Vegard HEGGEM
YUG,Velimir ZAJEC
BUL,Velko YOTOV
BRA,VELLOSO
NED,VELTMAN
BRA,VELUDO
URU,Venancio RAMOS
NED,VENNEGOOR OF HESSELINK
PAR,VERA
NED,VERHAEGH
BEL,VERHEYEN
BEL,VERMAELEN
BEL,VERMANT
ARG,VERON
ITA,VERRATTI
BEL,VERTONGHEN
ARG,VER�N
URS,Viacheslav CHANOV
WAL,Vic CROWE
NZL,VICELICH
POR,VICENTE
BOL,Vicente ARRAYA
ESP,Vicente ASENSI
ESP,VICTOR
BOL,Victor ALGARANAZ
COL,Victor ARISTIZABAL
URS,Victor BANNIKOV
BOL,Victor BROWN
URS,Victor CHANOV
URU,Victor DIOGO
URU,Victor ESPARRAGO
NGA,Victor IKPEBA
BEL,Victor MEES
CHI,Victor MORALES
CMR,Victor NDIP
MEX,Victor RANGEL
URU,Victor RODRIGUEZ ANDRADE
BOL,Victor UGARTE
URU,Victoriano IRIARTE
PAR,Victoriano LEGUIZAMON
URU,VICTORINO
CRO,VIDA
CHI,VIDAL
NOR,Vidar RISETH
SRB,VIDI?
SCG,VIDIC
BUL,Vidin APOSTOLOV
AUS,VIDOSIC
AUS,VIDUKA
FRA,VIEIRA
POR,VIEIRINHA
CIV,VIERA
ITA,VIERI
URS,Viktor CHANOV
URS,Viktor GETMANOV
URS,Viktor KANEVSKI
RUS,Viktor ONOPKO
URS,Viktor PONEDELNIK
URS,Viktor SEREBRYANIKOV
URS,Viktor TSARYOV
TCH,Viliam HYRAVY
TCH,Viliam SCHROJF
MEX,VILLA
PAR,VILLAR
HUN,Vilmos KOHUT
FRA,Vincent CANDELA
ARG,Vincente PEREZ
ROU,Vintila COSSINI
BRA,VIOLA
ROU,Viorel MOLDOVAN
PAR,Virginio CACERES
ITA,Virginio ROSETTA
BEL,Vital BORKELMANS
URS,Vitali DARASELIA
URS,Vitali KHMELNITSKI
ECU,VITERI
POR,VITOR BAIA
SVK,VITTEK
SUI,Vittore GOTTARDI
ENG,Viv ANDERSON
BIH,VI�?A
NED,VLAAR
YUG,Vlada POPOVIC
YUG,Vladimir BEARA
URS,Vladimir BELYAYEV
RUS,Vladimir BESCHASTNYKH
URS,Vladimir BESSONOV
CHI,Vladimir BIGORRA
YUG,Vladimir DURKOVIC
YUG,Vladimir FIRM
TCH,Vladimir HAGARA
TCH,Vladimir HRIVNAK
YUG,Vladimir JUGOVIC
URS,Vladimir KAPLICHNI
URS,Vladimir KESAREV
TCH,Vladimir KINIER
TCH,Vladimir KOS
YUG,Vladimir KOVACEVIC
URS,Vladimir LIUTYI
URS,Vladimir MASLACHENKO
URS,Vladimir MUNTYAN
YUG,Vladimir PETROVIC
URS,Vladimir PONOMARYOV
YUG,Vladimir POPOVIC
CRC,Vladimir QUESADA
BOL,Vladimir SORIA
CRO,Vladimir VASILJ
TCH,Vladimir WEISS
URS,Vladimir YEROKHIN
PAR,Vladimiro SCHETTINA
ARG,Vladislao CAP
YUG,Vladislav BOGICEVIC
TCH,Vladislav HLAVACEK
RUS,Vladislav TERNAVSKI
CRO,VLAOVIC
TCH,Vlastimil KOPECKY
TCH,Vlastimil PETRZELA
YUG,Vlastimir PETKOVIC
YUG,Vlatko MARKOVIC
SUI,VOGEL
BUL,Voin VOINOV
YUG,Vojislav MELIC
TCH,Vojtech BRADAC
SUI,VON BERGEN
RSA,VONK
NED,VORM
ESP,VORO
UKR,VOROBYEY
UKR,VORONIN
GHA,VORSAH
CRO,VRANJES
BIH,VRANJE�
CRO,VRSALJKO
BIH,VR�AJEVI?
SVN,VUGDALIC
CRO,VUGRINEC
YUG,Vujadin BOSKOV
YUG,Vujadin STANOJKOVIC
SCG,VUKIC
CRO,VUKOJEVI?
GRE,VYNTRA
CHN,W DU
CHN,W F LI
KOR,W J LEE
ECU,W. AYOVI
URU,W. GARGANO
SCO,W. McKINLAY
HON,W. PALACIOS
CRC,W. PARKS
URU,W.S.ABREU.G
JPN,Wagner LOPES
GHA,WAKASO
ENG,WALCOTT
BRA,WALDEMAR DE BRITTO
POL,Waldemar MATYSIK
BRA,WALDIR PERES
POL,WALDOCH
BRA,WALDYR
BEL,WALEM
KUW,Walid AL MUBARAK
CRC,WALLACE
CRC,WALLACE H.
FRG,WALTER
USA,Walter BAHR
SUI,Walter BEERLI
JAM,Walter BOYD
POL,Walter BROM
URU,Walter CORBO
USA,Walter DICK
SUI,Walter EICH
BRA,WALTER GOULART
