Team Initials,Player Name
YUG,Ilijas PASIC
ROU,Ilile SUBASEANU
PRK,IM Seung Hwi
TUN,Imed BEN YOUNES
ITA,IMMOBILE
HUN,Imre GARABA
HUN,Imre KISS
HUN,Imre KOVACS
HUN,Imre MARKOS
HUN,Imre MATHESZ
TCH,Imrich STACHO
POR,INACIO
JPN,INAMOTO
TRI,INCE
BRA,INDIO
SWE,Inge EJDERSTEDT
SWE,Ingemar ERLANDSSON
SWE,Ingemar HARALDSSON
SWE,Ingvar GARD
SWE,Ingvar RYDELL
GHA,INKOOM
SUI,INLER
JPN,INOHA
IRQ,INSAYAF ABDULFATTAH
ITA,INSIGNE
ITA,INZAGHI
ITA,INZAGHI 
ROU,Ioachim MOLDOVEANU
ROU,Ioan ANDONE
ROU,Ioan LUPESCU
ROU,Ioan SABAU
ROU,Ion DUMITRU
ROU,Ion LAPUSNEANU
ROU,Ion VLADOIU
ROU,Ionica BOGDAN
RUS,IONOV
BUL,Iordan LETCHKOV
ROU,Iosif CZAKO
ROU,Iosif ROTARIU
IRN,Iraj DANAYFAR
ESP,IRARAGORRI
NGA,IROHA
MEX,Isaac TERRAZAS
SRB,ISAILOVI?
SWE,ISAKSSON
MEX,Isidoro DIAZ
ESP,Isidoro SAN JOSE
MEX,Isidoro SOTA
ESP,Isidro LANGARA
CHI,ISLA
TUR,Ismail FERIDUN
EGY,Ismail RAFA AT
EGY,Ismail YOUSSEF
RSA,ISSA
GHA,ISSAH
HUN,Istvan AVAR
HUN,Istvan BALOGH
HUN,Istvan GECZI
HUN,Istvan HALASZ
HUN,Istvan ILKU
HUN,Istvan KOCSIS
HUN,Istvan NAGY
HUN,Istvan PALOTAS
HUN,Istvan TAMASSY
BRA,ITALIA
CMR,ITANJDE
ISR,Itzhak SCHUM
ISR,Itzhak VISSOKER
ROU,Iulian CHIRITA
ROU,Iulian FILIPESCU
ITA,IULIANO
ROU,Iuliu BARATKY
ROU,Iuliu BODOLA
ROU,Iuliu PRASSLER
YUG,Ivan BULJAN
BUL,Ivan DAVIDOV
BUL,Ivan DEYANOV
BUL,Ivan DIMITROV
YUG,Ivan GUDELJ
TCH,Ivan HASEK
YUG,Ivan HORVAT
TCH,Ivan HRDLICKA
BUL,Ivan IVANOV
BUL,Ivan KOLEV
BRA,IVAN MARIZ
HUN,Ivan MENCZEL
DEN,Ivan NIELSEN
YUG,Ivan PUDAR
YUG,Ivan SANTEK
BUL,Ivan STOYANOV
COL,Ivan VALENCIANO
BUL,Ivan VUTSOV
URS,Ivan YAREMCHUK
BUL,Ivan ZAFIROV
CHI,Ivan ZAMORANO
ITA,Ivano BLASON
ITA,Ivano BORDON
BUL,IVANOV
SRB,IVANOVI?
SWE,Ivar ERIKSSON
BUL,Ivaylo ANDONOV
BUL,Ivaylo PETKOV
YUG,Ive JEROLIMOV
YUG,Ivica BEK
YUG,Ivica KRALJ
YUG,Ivica SURJAK
AUT,Ivica VASTIC
SUI,Ivo FROSIO
TCH,Ivo KNOFLICEK
YUG,Ivo RADOVNIKOVIC
AUS,Ivo RUDIC
TCH,Ivo VIKTOR
WAL,Ivor ALLCHURCH
ENG,Ivor BROADIS
JPN,IWAMASA
HON,IZAGUIRRE
RUS,IZMAYLOV
KOR,J C CHOI
KOR,J C KOO
ENG,J COLE
KOR,J H AHN
KOR,J H HONG
KOR,J H PARK
CHN,J H SUN
KOR,J H YOON
MEX,J HERNANDEZ
CHN,J JIANG
MEX,J MAGALLON
KOR,J S KO
KOR,J S PARK
MEX,J TORRES
KOR,J W PARK
KOR,J W SEO
KOR,J Y NOH
CHN,J Y SHAO
CHN,J ZH ZHAO
POR,J. ANDRADE
MEX,J. AQUINO
MEX,J. ARELLANO
GHA,J. AYEW
ECU,J. AYOVI
BRA,J. BAIANO
POL,J. BAK
BRA,J. BAPTISTA
MEX,J. BORGETTI
PAR,J. CACERES
MEX,J. CAMPOS
MEX,J. CORONA
POR,J. COSTA
MEX,J. DE J. CORONA
NOR,J. FLO
URU,J. FUCILE
ECU,J. GUAGUA
ESP,J. GUERRERO
INH,J. HARTING
MEX,J. HERNANDEZ
IRN,J. HOSSEINI
ECU,J. L. PERLAZA
CRO,J. LEKO
POR,J. MOUTINHO
IRN,J. NEKOUNAM
HON,J. PALACIOS
POR,J. PEREIRA
DEN,J. POULSEN
MEX,J. RODRIGUEZ
TOG,J. SENAYA
PRK,J. TAE SE
MEX,J. VAZQUEZ
PAR,J. VILLAR
PRK,J. YUN NAM
IRN,J. ZARINCHEH
MEX,J.A. CASTRO
URU,J.BIZERA
HON,J.C. GARCIA
IRN,J.KAZEMIAN
URU,J.M. GIMENEZ
ESP,J.MARTINEZ
HON,J.N. PALACIOS
ESP,J.NAVAS
IRN,J.NEKOUNAM
NED,Jaap MOL
NED,Jaap STAM
POL,Jacek KAZIMIERSKI
CUB,Jacinto BARQUIN
PAR,Jacinto VILLALBA
TRI,JACK
ENG,Jack CHARLTON
WAL,Jack KELSEY
AUS,Jack REILLY
INH,Jack SAMUELS
SUI,Jackie FATTON
SCO,Jackie HENDERSON
ENG,Jackie MILBURN
SCO,Jackie MUDIE
NIR,Jackie SCOTT
COL,JACKSON M.
DEN,Jacob LAURSEN
BEL,Jacques BEURLET
BEL,Jacques DUQUESNE
FRA,Jacques GRIMONPON
FRA,Jacques MAIRESSE
BEL,Jacques MOESCHAL
BEL,Jacques MUNARON
CMR,Jacques NGUEA
FRA,Jacques SIMON
CMR,Jacques SONGOO
KOR,JAEJIN
KOR,JAESUNG
ENG,JAGIELKA
TUN,JAIDI
TUN,JAIDI 
MEX,Jaime BELMONTE
PER,Jaime DUARTE
MEX,Jaime GOMEZ
COL,Jaime GONZALEZ
POR,JAIME GRACA
POR,JAIME MAGALHAES
BOL,Jaime MORENO
MEX,Jaime ORDIALES
SLV,Jaime PORTILLO
CHI,Jaime RAMIREZ
SLV,Jaime RODRIGUEZ
MEX,Jaime SALAZAR
COL,Jaime SILVA
HON,Jaime VILLEGAS
BRA,JAIR
BRA,JAIR DA COSTA
BRA,JAIR MARINHO
COL,Jairo ARIAS
BRA,JAIRZINHO
GER,Jakob BENDER
GER,Jakob STREITLE
SWE,JAKOBSSON
SVK,JAKUBKO
NED,JALIENS
KUW,Jamal AL QABANDI
MAR,Jamal SALAMI
ANG,JAMBA
ENG,JAMES
SCO,James HOLTON
CAN,James LOWERY
NIR,James QUINN
DEN,Jan BARTRAM
TCH,Jan BERGER
BEL,Jan CEULEMANS
BEL,Jan DIDDENS
BEL,Jan DOCKX
POL,Jan DOMARSKI
SWE,Jan ERIKSSON
TCH,Jan FIALA
NOR,Jan FJORTOFT
POL,Jan FURTOK
DEN,Jan HEINTZE
TCH,Jan HERTL
POL,Jan JALOCHA
NED,Jan JONGBLOED
POL,Jan KARAS
TCH,Jan KOCIAN
TCH,Jan KOZAK
TCH,Jan LALA
DEN,Jan MOLBY
SWE,Jan MOLLER
SWE,Jan OLSSON
TCH,Jan PIVARNIK
NED,Jan POORTVLIET
TCH,Jan POPLUHAR
TCH,Jan RIHA
TCH,Jan STEJSKAL
POL,Jan TOMASZEWSKI
POL,Jan URBAN
NED,Jan VAN DIEPENBEEK
BEL,Jan VERHEYEN
POL,Jan WASIEWICZ
NED,Jan WOUTERS
TCH,Jan ZLOCHA
GER,JANCKER
KOR,JANG D. I.
KOR,JANG H. S.
CZE,JANKULOVSKI
NED,JANMAAT
HUN,Janos DUDAS
HUN,Janos FARKAS
HUN,Janos GOROCS
GER,JANSEN
POL,Janusz KUPCEWICZ
BEL,JANUZAJ
TUN,JAOUACHI
CHI,JARA
CRO,JARNI
CZE,JAROLIM
TCH,Jaroslav BOROVICKA
TCH,Jaroslav BOUCEK
TCH,Jaroslav BURGR
TCH,Jaroslav KOSNAR
TCH,Jaroslav POLLAK
KUW,Jasem SULTAN
IRL,Jason McATEER
KUW,Jassem BAHMAN
BRA,JAU
ESP,JAVI MART�NEZ
MEX,Javier AGUIRRE
URU,Javier AMBROIS
MEX,Javier CARDENAS
MEX,Javier FRAGOSO
PER,Javier GONZALES
MEX,Javier GUZMAN
MEX,Javier HERNANDEZ
CHI,Javier MARGAS
HON,Javier TOLEDO
MEX,Javier VALDIVIA
MEX,Javier VARGAS
ARG,Javier ZANETTI
IRN,Jawad ALLAHWARDI
NGA,Jay Jay OKOCHA
TUN,JAZIRI
TUN,JAZIRI 
FRA,Jean BASTIEN
BEL,Jean BRICHAUT
BEL,Jean CAPELLE
FRA,Jean CASTANEDA
BEL,Jean CLAESSENS
HAI,Jean Claude DESIR
CMR,Jean Claude PAGAL
FRA,Jean Claude PIUMI
BEL,Jean DE BIE
BEL,Jean DE CLERQ
FRA,Jean DJORKAEFF
BEL,Jean FIEVEZ
BEL,Jean Francois DE SART
FRA,Jean Francois LARIOS
FRA,Jean LAURENT
FRA,Jean Luc ETTORI
FRA,Jean Marc GUILLOU
BEL,Jean Marie PFAFF
FRA,Jean NICOLAS
CMR,Jean ONANA
FRA,Jean Paul BERTRAND DEMANES
BEL,Jean PETIT
CMR,Jean Pierre FIALA FIALA
CMR,Jean Pierre TOKOTO
SUI,Jean TAMINI
BEL,Jean THISSEN
FRA,Jean TIGANA
BEL,Jean VAN STEEN
FRA,Jean VINCENT
SUI,Jean-Claude SCHINDELHOLZ
HAI,Jean-Hubert AUSTIN
FRA,Jean-Jacques MARCEL
FRA,Jean-Marc FERRERI
BEL,Jean-Marie TRAPPENIERS
FRA,Jean-Pierre PAPIN
AUS,JEDINAK
USA,Jeff AGOOS
ENG,Jeff ASTLE
BEL,Jeff VAN DER LINDEN
BRA,JEFFERSON
ISR,Jehoshua FAIGENBAUM
TUN,JELASSI
CRO,JELAVI?
POL,JELEN
TUN,JEMMALI
ENG,JENAS
SVK,JENDRISEK
HUN,Jeno BUZANSZKY
HUN,Jeno VINCZE
DEN,Jens BERTELSEN
GER,Jens JEREMIES
GER,Jens LEHMANN
DEN,JENSEN
KOR,JEONG Gi Dong
GER,JEREMIES
RSA,Jerry SIKHOSANA
POL,Jerzy GORGON
DEN,Jes HOGH
SWE,Jesper BLOMQVIST
DEN,Jesper OLSEN
MEX,Jesus ARELLANO
BOL,Jesus BERMUDEZ
MEX,Jesus CASTRO
MEX,Jesus DEL MURO
ESP,Jesus GLARIA
PER,Jesus GOYZUETA
MEX,Jesus MARTINEZ
ESP,Jesus SATRUSTEGUI
ESP,Jesus ZAMORA
SCG,JEVRIC
KOR,JIHOON
MAR,Jilali FADILI
SCO,Jim BETT
USA,Jim BROWN
NIR,Jim CLEARY
USA,Jim GENTLE
SCO,Jim LEIGHTON
NIR,Jim PLATT
SCO,Jim STEWART
ENG,Jim TAYLOR
ENG,Jimmy ARMFIELD
USA,Jimmy BANKS
SCO,Jimmy BINNING
SCO,Jimmy BLYTH
SCO,Jimmy DAVIDSON
ENG,Jimmy DICKINSON
USA,Jimmy DOUGLAS
NED,Jimmy Floyd HASSELBAINK
USA,Jimmy GALLAGHER
ENG,Jimmy GREAVES
SCO,Jimmy JOHNSTONE
AUS,Jimmy MACKAY
NIR,Jimmy McILROY
AUS,Jimmy MILISAVLJEVIC
ENG,Jimmy MULLEN
SCO,Jimmy MURRAY
NIR,Jimmy NICHOLL
AUS,Jimmy ROONEY
HON,Jimmy STEWARD
KOR,JINCHEUL
KOR,JINKYU
CZE,JIRANEK
TCH,Jiri CADEK
TCH,Jiri FEUREISL
TCH,Jiri HLEDIK
TCH,Jiri NEMEC
TCH,Jiri PESEK
TCH,Jiri SOBOTKA
TCH,Jiri TICHY
TCH,Jiri TRNKA
KOR,JISUNG
BEL,Jo BACKAERT
SWE,Joachim BJORKLUND
GDR,Joachim FRITSCHE
GDR,Joachim STREICH
SWE,Joakim NILSSON
ESP,Joan SEGARRA
POR,JOAO PINTO
ESP,JOAQUIN
ESP,Joaquin ALONSO
CUB,Joaquin ARIAS
MEX,Joaquin DEL OLMO
ESP,Joaquin PEIRO
SLV,Joaquin VENTURA
CMR,JOB
ENG,Joe CORRIGAN
USA,Joe GAETJENS
SCO,Joe HARPER
SCO,Joe JORDAN
USA,Joe MACA
USA,Joe MARTINELLI
USA,Joe Max MOORE
BRA,JOEL
FRA,Joel BATS
BRA,JOEL CAMARGO
GER,Joerg HEINRICH
NED,Johan BOSKAMP
NED,Johan CRUYFF
NED,Johan NEESKENS
ISR,Johanan VALLACH
AUT,Johann HORVATH
AUT,Johann PREGESBAUER
AUT,Johann RIEGLER
AUT,Johann WALZHOFER
BEL,Johannes DEVRINDT
USA,JOHANNSSON
SCO,John AIRD
IRL,John ALDRIDGE
SCO,John ANDERSON
ENG,John ASTON
ENG,John BARNES
SCO,John BLACKLEY
NED,John BOSMAN
IRL,John BYRNE
WAL,John CHARLES
SCO,John COLLINS
ENG,John CONNELLY
SCO,John COYLE
NED,John DE WOLF
USA,John DOYLE
WAL,John ELSWORTHY
DEN,John ERIKSEN
USA,John HARKES
ENG,John HAYNES
SCO,John HEWIE
NZL,John HILL
NIR,John JAMESON
SCO,John MACKENZIE
NIR,John McCLELLAND
RSA,John MOSHOEU
NIR,John O NEILL
SCO,John ROBERTSON
IRL,John SHERIDAN
DEN,John SIVEBAEK
USA,John SOUZA
USA,John STOLLMEYER
BEL,John VAN ALPHEN
NED,John VAN LOEN
SCO,John WARK
AUS,John WARREN
AUS,John WATKISS
SWE,Johnny EKSTROM
NED,Johnny REP
FRA,Johnny SCHUTH
NED,Johnny VAN T SCHIP
ENG,JOHNSON
USA,JOHNSON 
SVN,JOKI?
ARG,JONAS
SWE,Jonas THERN
GHA,JONATHAN
SCO,Jonathan GOULD
USA,JONES
NED,JONK
SWE,JONSON
NED,Joop HIELE
NED,Joop VAN NELLEN
POL,JOP
ESP,JORDI ALBA
BOL,Jorge ARGOTE
BOL,Jorge BALDERRAMA
URU,Jorge BARRIOS
PAR,Jorge BATTAGLIA
ARG,Jorge BORELLI
ARG,Jorge BURRUCHAGA
MEX,Jorge CAMPOS
ARG,Jorge CARRASCOSA
URU,Jorge DA SILVA
PER,Jorge GONGORA
SLV,Jorge GONZALEZ
PAR,Jorge GUASCH
URU,Jorge MANICERA
POR,JORGE MARTINS
BRA,JORGE MENDONCA
PAR,Jorge NUNEZ
PER,Jorge OLAECHEA
ARG,Jorge OLGUIN
ESP,Jorge OTERO
PER,Jorge PARDON
CHI,Jorge ROBLEDO
MEX,Jorge RODRIGUEZ
PAR,Jorge ROMERO
MEX,Jorge ROMO
PER,Jorge SARMIENTO
CHI,Jorge SOCIAS
ARG,Jorge SOLARI
CHI,Jorge TORO
ARG,Jorge VALDANO
SWE,Jorgen AUGUSTSSON
NOR,Jorgen JUVE
DEN,JORGENSEN
BRA,JORGINHO
BEL,Jos VAN INGELGEM
ESP,Jose ALEXANKO
BRA,Jose ALTAFINI
URU,Jose ANDRADE
POR,JOSE ANTONIO
ESP,Jose Antonio CAMACHO
ESP,Jose ARAQUISTAIN
POR,JOSE AUGUSTO
ARG,Jose BASUALDO
URU,Jose BATISTA
MEX,Jose BORBOLLA
ARG,Jose BROWN
HON,Jose BULNES
BOL,Jose BUSTAMANTE
BOL,Jose BUSTAMANTE-NAVA
ESP,Jose CAMARASA
POR,JOSE CARLOS
ARG,Jose CHAMOT
CRC,Jose CHAVES
HON,Jose CRUZ
ARG,Jose CUCIUFFO
PER,Jose DEL CASTILLO
ARG,Jose DELLA TORRE
PER,Jose FERNANDEZ
HON,Jose FIGUEROA
PER,Jose FLORES
URU,Jose GOMEZ
PER,Jose GONZALES GANOZA
URU,Jose HERRERA
SLV,Jose HUEZO
ESP,Jose IRIBAR
CRC,Jose JAIKEL
SLV,Jose JOVEL
ESP,Jose JUNCOSA
MEX,Jose LAMADRID
PAR,Jose Leon MIRACCA
ESP,Jose Luis CAMINERO
MEX,Jose Luis GONZALEZ
CUB,Jose MAGRINA
ESP,Jose Maria BAKERO
ESP,Jose Maria FUSTE
PER,Jose Maria LAVALLE
ESP,Jose MUGUERZA
SLV,Jose MUNGUIA
MEX,Jose NARANJO
URU,Jose NASAZZI
MEX,Jose NAVARRO
HON,Jose NAZAR
ARG,Jose NEHIN
BOL,Jose NOYA
ESP,Jose OCHOTORENA
ESP,Jose PANIZO
PAR,Jose PARODI
ESP,Jose PARRA
ARG,Jose PASTORIZA
COL,Jose PAZO
URU,Jose PERDOMO
POR,JOSE PEREIRA
COL,Jose PEREZ
URU,Jose PINTOS
SLV,Jose QUINTANILLA
ARG,Jose RAMOS DELGADO
PAR,Jose Raul AVEIRO
MEX,Jose REYES
SLV,Jose RIVAS
MEX,Jose ROCA
CUB,Jose RODRIGUEZ
SLV,Jose RUGAMAS
MEX,Jose RUIZ
MEX,Jose SALGADO
ESP,Jose SANCHEZ
ARG,Jose SANFILIPPO
URU,Jose SANTAMARIA
URU,Jose SASIA
ARG,Jose SERRIZUELA
CHI,Jose SIERRA
POR,JOSE TORRES
URU,Jose URRUZMENDI
ARG,Jose VALENCIA
ARG,Jose VAN TUYNE
MEX,Jose VANTOLRA
ARG,Jose VARACKA
PER,Jose VELASQUEZ
MEX,Jose VILLEGAS
URU,Jose ZALAZAR
AUT,Josef BICAN
TCH,Josef BOMBA
TCH,Josef CTYROKY
AUT,Josef DEGEORGI
GER,Josef GAUCHEL
AUT,Josef HASSMANN
AUT,Josef HICKERSBERGER
TCH,Josef JELINEK
TCH,Josef KADRABA
TCH,Josef KOSTALEK
TCH,Josef LUDL
TCH,Josef MAJER
TCH,Josef MASOPUST
TCH,Josef ORTH
TCH,Josef SILNY
AUT,Josef SMISTIK
TCH,Josef STIBRANYI
GER,Josef STREB
AUT,Josef STROH
TCH,Josef ZEMAN
FRA,Joseph ALCAZAR
CMR,Joseph Antoine BELL
FRA,Joseph BONNEL
CMR,Joseph ELANGA
CMR,Joseph ENANGA
FRA,Joseph GONZALEZ
CMR,Joseph KAMGA
BEL,Joseph MERMANS
CMR,Joseph NDO
BEL,Joseph NELIS
CMR,Joseph-Desire JOB
HAI,Joseph-Marion LEANDRE
RSA,JOSEPHS
ROU,Josif MORAVETZ
BRA,JOSIMAR
YUG,Josip KATALINSKI
YUG,Josip SKOBLAR
BEL,Josip WEBER
BRA,JOSU�
ROU,Joszef NAGY
YUG,Jovan ACIMOVIC
SRB,JOVANOVI?
TCH,Jozef ADAMEC
TCH,Jozef BARMOS
TCH,Jozef CAPKOVIC
TCH,Jozef CHOVANEC
TCH,Jozef JURKANIN
POL,Jozef KORBAS
TCH,Jozef KUKUCKA
POL,Jozef MLYNARCZYK
BEL,Jozef VLIERS
POL,Jozef WANDZIK
HUN,Jozsef ANDRUSCH
HUN,Jozsef BENCSIS
HUN,Jozsef BOZSIK
HUN,Jozsef CSUHAY
HUN,Jozsef GELEI
HUN,Jozsef HADA
HUN,Jozsef KARDOS
HUN,Jozsef KIPRICH
HUN,Jozsef NAGY
HUN,Jozsef PALINKAS
HUN,Jozsef SZENDREI
HUN,Jozsef TOTH
HUN,Jozsef TURAY
HUN,Jozsef VAGO
HUN,Jozsef VARGA
HUN,Jozsef ZAKARIAS
ANG,JO�O RICARDO
BRA,JUAN
ESP,Juan ACUNA
PAR,Juan AGUERO
CHI,Juan AGUILERA
PER,Juan Alfonso VALLE
CUB,Juan ALONSO
URU,Juan ANSELMO
ESP,Juan Antonio SENOR
CUB,Juan AYRA
ARG,Juan BARBAS
ARG,Juan BOTASSO
URU,Juan BURGUENO
PER,Juan CACERES
ESP,Juan Carlos ABLANEDO
URU,Juan Carlos CALVO
MEX,Juan Carlos CHAVEZ
URU,Juan Carlos GONZALEZ
PER,Juan Carlos OBLITAS
MEX,Juan CARRENO
CRC,Juan CAYASSO
HON,Juan CRUZ
ARG,Juan EVARISTO
ARG,Juan Francesco LOMBARDO
MEX,Juan GOMEZ
SLV,Juan Gualberto FERNANDEZ
BOL,Juan GUERRA
URU,Juan HOHBERG
MEX,Juan Ignacio BASAGUREN
PAR,Juan Leon CANETE
CHI,Juan LETELIER
CHI,Juan MACHUCA
MEX,Juan Manuel ALEJANDREZ
ESP,Juan Manuel ASENSI
BOL,Juan Manuel PENA
SLV,Juan MARTINEZ
URU,Juan MASNIK
URU,Juan MUJICA
PER,Juan MUNANTE
ESP,Juan NOGUES
ARG,Juan OLENIAK
CHI,Juan OLIVARES
ARG,Juan PEDEVILLA
MEX,Juan RAMIREZ
CHI,Juan RODRIGUEZ
ARG,Juan SARNARI
URU,Juan SCHIAFFINO
URU,Juan SILVA
ARG,Juan SIMON
PAR,Juan TORALES
CUB,Juan TUNAS
PER,Juan VALDIVIESO
PAR,Juan Vicente LEZCANO
ESP,JUANELE
ESP,JUANFRAN
ESP,JUANITO
SUI,Juerg STUDER
GDR,Juergen CROY
FRG,Juergen GRABOWSKI
FRG,Juergen KLINSMANN
FRG,Juergen KOHLER
FRG,Juergen KURBJUHN
GDR,Juergen POMMERENKE
USA,Juergen SOMMER
GDR,Juergen SPARWASSER
FRG,Juergen WERNER
ESP,Julen LOPETEGUI
CMR,Jules Denis ONANA
BEL,Jules PAPPAERT
FRA,Jules VANDOOREN
PAR,Julian CORONEL
FRA,Julien DARUI
BRA,JULINHO
URU,Julio ABBADIE
ESP,JULIO ALBERTO
BOL,Julio BALDIVIESO
PER,Julio BAYLON
ESP,Julio CARDENOSA
BRA,JULIO CESAR
HON,Julio Cesar ARZU
URU,Julio Cesar BRITOS
URU,Julio Cesar JIMENEZ
PAR,Julio Cesar ROMERO
PER,Julio Cesar URIBE
PAR,Julio Cesar YEGROS
URU,Julio CORTES
SLV,Julio HERNANDEZ
PER,Julio LORES
URU,Julio LOSADA
URU,Julio MACEIRAS
URU,Julio MONTERO CASTILLO
URU,Julio MORALES
ARG,Julio MUSSIMESI
ARG,Julio OLARTICOECHEA
URU,Julio PEREZ
PER,Julio QUINTANA
ESP,JULIO SALINAS
TCH,Julius BIELIK
USA,Julius HJULIAN
KOR,JUNGHWAN
KOR,JUNGSOO
KOR,JUNGWOO
BRA,JUNINHO
BRA,JUNINHO FONSECA
BRA,JUNIOR
FRG,Jupp HEYNCKES
FRG,Jupp KAPPELLMANN
FRG,Jupp POSIPAL
BRA,JURANDIR
URS,Juri VOINOV
YUG,Jurica JERKOVIC
FRA,Just FONTAINE
NGA,JUSTICE
BRA,JUVENAL
BRA,J�
DEN,J�RGENSEN
KOR,K H LEE
KOR,K H SEOL
KOR,K Y HAN
KSA,K. AL-MOWALAD
KSA,K. AL-MUWALID
GHA,K. ASAMOAH
IRN,K. AZIZI
IRN,K. BAGHERI
PRK,K. KUM IL
PRK,K. KYONG IL
PRK,K. MYONG GIL
PRK,K. MYONG WON
JPN,K. NAKAMURA
JPN,K. NAKATA
SWE,K. SVENSSON
PRK,K. YONG JUN
GHA,K.ASAMOAH
JPN,K.NAKATA
SRB,KA?AR
ZAI,Kabasu BABO
TUR,Kacmaz AKGUN
ALG,KADIR
ZAI,Kafula NGOYE
JPN,KAGAWA
DEN,KAHLENBERG
GER,KAHN
TUN,Kais GHODHBANE
NGA,KAITA
JPN,KAJI
BRA,KAKA
URS,Kakhi ASATIANI
JPN,KAKITANI
ZAI,Kakoko ETEPE
BRA,KAK�
AUS,KALAC
ZAI,Kalambay OTEPA
ANG,KALI
UKR,KALINICHENKO
CMR,KALLA
SWE,Kalle SVENSSON
HUN,Kalman IHASZ
HUN,Kalman KOVACS
HUN,Kalman MESZOLY
HUN,Kalman SOVARI
CIV,KALOU
POL,KALUZNY
TUN,Kamel CHEBALI
EGY,Kamel MASOUD
CMR,KAMENI
PRK,KANG Bong Chil
KOR,KANG Chang Gi
KOR,KANG Deuk Soo
PRK,KANG Ryong Woon
NGA,KANU
RUS,KANUNNIKOV
GRE,KAPETANOS
GRE,KAPINO
GRE,KARAGOUNIS
TCH,Karel BURKERT
TCH,Karel KOLSKY
NED,Karel OOMS
TCH,Karel SENECKY
TCH,Karel STROMSIK
SVN,KARIC
IRN,KARIM
ALG,Karim MAROC
IRQ,KARIM MOHAMED
KSA,KARIRI
FRG,Karl ALLGOEWER
SWE,Karl Erik GRAHN
AUT,Karl GIESSER
FRG,Karl Heinz FOERSTER
GER,Karl HOHMANN
SWE,Karl JOHNSSON
AUT,Karl KOLLER
NOR,Karl LOKEN
FRG,Karl MAI
SUI,Karl ODERMATT
AUT,Karl SESTA
AUT,Karl STOTZ
AUT,Karl ZISCHEK
SWE,Karl-Erik PALMER
FRG,Karl-Heinz METZNER
FRG,Karl-Heinz RUMMENIGGE
FRG,Karl-Heinz SCHNELLINGER
FRG,Karlheinz RIEDLE
GRE,KARNEZIS
TCH,Karol DOBIAS
TCH,Karol JOKL
HUN,Karoly CSAPO
HUN,Karoly SANDOR
RUS,KARPIN
USA,Kasey KELLER
TUN,KASRAOUI 
MAR,Kassem SLIMANI
GRE,KATSOURANIS
ECU,KAVIEDES
JPN,KAWAGUCHI
JPN,KAWASHIMA
ZAI,Kazadi MUAMBA
POL,Kazimierz DEYNA
POL,Kazimierz KMIECIK
POL,Kazimierz LIS
POL,Kazimierz PRZYBYS
TCH,Kazimir GAJDOS
FRA,Kazimir HNATOW
PRK,KE Seung Woon
IRL,KEANE
NED,Kees MIJNDERS
GER,KEHL
CIV,KEITA
NZL,Keith McKAY
ENG,Keith NEWTON
USA,KELLER
ZAI,Kembo Uba KEMBO
ENG,Ken ARMSTRONG
ENG,Ken GREEN
WAL,Ken JONES
WAL,Ken LEEK
AUS,KENNEDY
SWE,Kennet ANDERSSON
SCO,Kenny BURNS
NZL,Kenny CRESSWELL
SCO,Kenny DALGLISH
ENG,Kenny SANSOM
SWE,Kent KARLSSON
DEN,Kent NIELSEN
ENG,KEOWN
ENG,Kerry DIXON
RUS,KERZHAKOV
SCO,Kevin GALLACHER
ENG,Kevin KEEGAN
IRL,Kevin MORAN
IRL,Kevin SHEEDY
AUS,KEWELL
SCG,KEZMAN
SEN,KH. FADIGA
IRN,KH. HEYDARI
TUN,Khaled BADRA
TUN,Khaled GASMI
UAE,KHALEEL GHANIM
UAE,KHALID ISMAIL
MAR,Khalil AZMI
IRQ,KHALIL MOHAMED
KSA,Khamis AL DOSSARI
KSA,KHATHRAN
GER,KHEDIRA
TUN,Khemais LABIDI
KSA,KHOJAH
KSA,KHOJALI
RUS,KHOKHLOV
URS,Khoren OGANESIAN
RSA,KHUBONI
RSA,KHUMALO
RSA,KHUNE
ZAI,Kibonge MAFU
NED,Kick SMIT
ZAI,Kidumu MANTANTU
IRL,KIELY
GER,KIE�LING
SWE,KIHLSTEDT
KOR,KIHUN
KOR,KIHYEON
SUI,Kiki ANTENEN
ESP,KIKO
ZAI,Kilasu MASSAMBA
IRL,KILBANE
NZL,KILLEN
KOR,KIM B. J.
PRK,KIM Bong Hwan
KOR,KIM D. H.
KOR,KIM D. K.
KOR,KIM Ji Sung
KOR,KIM Jong Boo
KOR,KIM Joo Sung
KOR,KIM Pan Keun
KOR,KIM Poong Jo
KOR,KIM Pyung Seok
KOR,KIM Sam Soo
PRK,KIM Seung Il
KOR,KIM T. Y.
KOR,KIM Young Se
PRK,KIM Yung Kil
ENG,KING
GHA,KINGSON
GHA,KINGSON 
IRL,KINSELLA
CZE,KINSKY
YUG,Kiril DOJCINOVSKI
BUL,Kiril IVKOV
BUL,Kiril MILANOV
BUL,Kiril RAKAROV
SVN,KIRM
BUL,KISHISHEV
JPN,KIYOTAKE
DEN,KJAER
NOR,Kjetil REKDAL
DEN,KJ�R
SWE,Klas INGESSON
CRO,KLASNIC
FRG,Klaus ALLOFS
FRG,Klaus AUGENTHALER
DEN,Klaus BERGGREEN
FRG,Klaus FICHTEL
FRG,Klaus FISCHER
AUT,Klaus LINDENBERGER
FRG,Klaus-Dieter SIELOFF
BRA,KLEBERSON
GER,KLINSMANN
POL,KLOS
GER,KLOSE
SVN,KNAVS
